,Location,location,feature_class,latitude,longitude,Closest Ocean Basin,Distance to Nearest Ocean
2709,Baikal,exact,P,51.8733,104.799,9.0,46.34490008404694
2710,Polar Frontal Zone,Polar,L,33.35939,75.90222,15.0,40.46799161818664
2711,Sousa,exact,A,41.34842,-8.24792,3.0,26.94132440352367
2712,Hawaii,exact,A,20.78785,-156.38612,8.0,34.13055142900126
2713,Samandağ,exact,A,36.08421,35.97233,22.0,62.686120506788725
2714,River Ravi,exact,H,10.41667,7.41667,3.0,12.995532158758728
2715,Marian Cove,exact,H,-62.21171,-58.76618,20.0,34.87400250739185
2716,Busan city,Busan,P,35.10168,129.03004,9.0,61.486487504227355
2717,Antarctic Ecosystem,Antarctica,L,-78.15856,16.40626,20.0,38.02488817819223
2718,Admiralty Bay,exact,P,-40.95,173.91667,13.0,61.12797911411498
2719,Caohai Lake,Weining,P,26.85,104.23333,9.0,47.081651123928694
2720,Brunei Darussalam,exact,A,4.5,114.66667,11.0,18.47572776625677
2721,Ulee Lheue Beach,Lheue,P,5.3308,96.0114,17.0,57.266152435676275
2722,Batu Hitam,exact,P,3.88333,108.4,11.0,44.045038109800814
2723,Tripoli,exact,P,32.88743,13.18733,22.0,52.07683670590163
2724,Kyushu Island,Kyūshū,T,32.42944,130.99099,9.0,46.72687980783741
2725,Rooiels,exact,P,-34.30085,18.81518,7.0,36.42217656819786
2726,Chalakudy River,exact,H,10.16187,76.26569,15.0,45.504036328984505
2727,Lorjuk,exact,L,0.74563,37.4024,17.0,84.58097929503809
2728,Giglio coast,exact,T,40.61427,-73.40596,3.0,14.9855089071952
2729,Northeast Greenland,exact,L,76.0,-30.0,21.0,57.145860818993675
2730,Baotou,exact,P,40.6516,109.84389,9.0,33.581594707560356
2731,Aceh province,Aceh,A,4.0,97.0,17.0,78.51852969413663
2732,Pacific Island,exact,T,-7.91746,156.52839,10.0,46.52472508429626
2733,Arundo wrack,Ronda,A,36.74507,-5.16993,3.0,40.12819653625318
2734,France,exact,A,46.0,2.0,22.0,67.59553568997143
2735,Western Prince William Sound,Western,A,19.30833,-81.375,2.0,25.02200550299133
2736,Mahdia,exact,P,5.26667,-59.15,5.0,46.63092505405368
2737,Vatnajökull ice cap,Vatnajökull,H,64.41998,-16.82293,3.0,17.856283505494588
2738,Secchi,exact,A,11.29567,5.07659,3.0,51.44194277961438
2739,Nakdong River,exact,H,35.09271,128.92919,9.0,59.73449559271557
2740,Guimarães,exact,P,41.44443,-8.29619,3.0,18.069909187833574
2741,Northwestern Pacific Ocean,North West,L,53.6,-2.5,3.0,11.119492664455889
2742,North-East Malta,exact,P,32.84447,-96.75694,3.0,45.22756468680277
2743,Ljubljana,exact,P,46.05108,14.50513,22.0,49.91918351227322
2744,Southern Brazil,Southern,A,22.24112,114.20769,9.0,41.61822993028382
2745,Black Sea Coast,Black,L,52.15667,-8.11222,3.0,46.38798545399328
2746,Karang Anom,exact,P,-7.64889,110.625,11.0,21.53904525199247
2747,Weizhou Island,exact,T,21.04286,109.11203,9.0,64.80727784562266
2748,"Jiangsu Province,",Jiangsu,A,33.0,119.83333,9.0,63.65416995929447
2749,Banyuwangi,exact,P,-8.2325,114.35755,11.0,33.62035665611792
2750,Lebanon,exact,A,33.83333,35.83333,22.0,48.222169243662385
2751,Estero Salado System,Estero,P,26.43814,-81.80675,3.0,31.298755707855037
2752,Gillan province,exact,A,37.16667,49.5,15.0,37.06460489843053
2753,Colón Province,exact,A,10.33333,-4.41667,3.0,20.652275711018444
2754,Gelendzhik Bay,exact,H,44.56861,38.05222,23.0,36.30307870612267
2755,Seychelles Archipelago,Seychelles,A,-4.58333,55.66667,16.0,20.668081928475114
2756,gulf,exact,A,-7.7246,145.08545,11.0,52.06974232846808
2757,"Hawai‘i,",exact,A,20.78785,-156.38612,8.0,34.13055142900126
2758,Cottian Alps,exact,T,44.75,7.0,22.0,48.358290689969095
2759,Kawal Village,exact,P,24.84546,66.90026,15.0,55.778794388481224
2760,Mombasa,exact,P,-4.05466,39.66359,17.0,52.737398411098944
2761,Bienne Plastic Valleys,Vienna,P,48.20849,16.37208,3.0,33.76446178228918
2762,Lokrum Island,Lacroma,T,42.62833,18.11972,22.0,34.25730576299032
2763,North Sea Jade Bay,Grande Região Norte,L,-4.0,-60.0,5.0,78.51852969413663
2764,Pacific coast,exact,L,39.28,-155.26,8.0,31.997035722984943
2765,Maeklong River,exact,H,13.36429,99.9989,15.0,56.028056533871535
2766,Paris Region,Paris,P,48.85341,2.3488,3.0,40.83537088509101
2767,Kahuku Beach,exact,T,19.01057,-155.79742,8.0,62.741882153075146
2768,Cubango-Okavango River Basin,River,P,51.14217,1.2745,3.0,42.763445378333635
2769,Nujiang River,exact,P,31.23933,121.39297,9.0,30.71477735766914
2770,Eastern Beaufort Sea,Eastern,A,19.31667,-81.13333,2.0,43.52406827164897
2771,Galicia,exact,A,42.75508,-7.86621,3.0,41.257201949337514
2772,Danube,exact,P,44.7919,-95.09722,3.0,45.48444328499815
2773,SD,exact,A,3.0,46.0,17.0,78.56335725160214
2774,SP,exact,A,-22.0,-49.0,7.0,75.75582882509197
2775,Victoria,exact,P,-4.62001,55.45501,16.0,14.24584756198491
2776,Jiulong Estuary,Jiulong,P,41.207,121.62662,9.0,34.2514422709502
2777,Nattika coast,Nattika,P,10.41995,76.09989,15.0,44.64714911262637
2778,Da Nang Bay,exact,P,42.65867,124.10898,9.0,36.555259952423974
2779,Asinara National Park,Asinara,P,44.84831,8.33225,22.0,40.93872555388404
2780,Xixi Estuary,Xixi,P,27.69375,110.95333,9.0,49.59654941126906
2781,L. Como,exact,T,46.42453,8.69253,22.0,16.96733747573955
2782,Cooper River,exact,A,62.03924,-145.56966,9.0,51.36078513759788
2783,Koh Tao,exact,P,10.09808,99.83809,15.0,58.01246670443974
2784,Gulshan Lake,Gulshan,P,37.57466,69.4297,15.0,10.360600039474791
2785,Ft. Lauderdale,exact,P,26.12231,-80.14338,3.0,55.0207775968861
2786,N. Ionian Sea,Ionion,S,37.25247,21.6695,22.0,31.335279236421005
2787,Kurubas Rivers,Kurubās,A,27.4897,85.742,15.0,23.89730112219039
2788,Cape Cantin,exact,T,32.54086,-9.28494,3.0,20.66945757620212
2789,Bergen City Harbour,Bergen,P,60.39299,5.32415,3.0,15.31674186275316
2790,Polar Mixed Layer,Polar,L,33.35939,75.90222,15.0,40.46799161818664
2791,Ichkeul lake,Lake County,A,-44.83333,168.5,13.0,37.06460489843053
2792,Pacific Islands,exact,T,-7.91746,156.52839,10.0,46.52472508429626
2793,"Taizhou, Zhejiang Province, China",Taizhou,P,28.66266,121.43312,9.0,19.22980379601013
2794,Bidong,exact,P,34.67156,126.96091,9.0,46.305675807150216
2795,Aceh Jaya Regency,Aceh,A,4.0,97.0,17.0,78.51852969413663
2796,SML,exact,A,29.46376,77.2658,15.0,23.02509275782712
2797,Leghorn,exact,A,43.23333,10.58333,22.0,30.40782814847852
2798,Bodrum Coast,Bodrum,P,37.03833,27.42917,22.0,51.716558545952076
2799,Conceição,exact,A,-7.49917,-38.51375,5.0,1.5186584452473655
2800,La Jolla,exact,P,32.84727,-117.2742,9.0,44.02006334985415
2801,Las Vegas Wash,exact,H,36.1322,-114.87888,9.0,53.150253206000144
2802,Alexandria,exact,P,31.20176,29.91582,22.0,51.56481919516655
2803,Med,exact,P,24.46861,39.61417,26.0,12.069242557584145
2804,Lake Erie,exact,H,45.0108,-94.42046,3.0,54.75169395151367
2805,North Subarctic Pacific,Grande Região Norte,L,-4.0,-60.0,5.0,78.51852969413663
2806,Playa Grande,exact,L,-34.84579,-55.29698,7.0,42.6977322248117
2807,Alabama,exact,A,32.75041,-86.75026,3.0,36.39492742180932
2808,Subarnarekha River,exact,H,21.56742,87.3595,15.0,16.352159700671237
2809,Globe,exact,L,0.0,0.0,4.0,235.8665859053423
2810,Blue Planet,Blue,L,48.78324,-94.46711,3.0,31.58742362412931
2811,Bahía Blanca Estuary,Bahia,A,-12.0,-42.0,7.0,77.73657611017677
2812,Isle Scilly,exact,A,49.92117,-6.29431,3.0,49.11181642943212
2813,Sao Paulo-Brazil,Sao,L,15.3,107.21667,9.0,37.64481625564397
2814,Akyatan beach,Lake Akyayan,H,36.68333,35.56667,22.0,21.23657256203749
2815,Oniru,exact,P,8.80169,4.27527,5.0,41.66141868294869
2816,Columbia River,exact,H,48.99983,-117.6355,9.0,56.45940155025468
2817,Cuba,exact,T,21.93384,-78.75425,3.0,54.927272555030406
2818,Atlantic Coast,exact,L,37.02332,-77.36954,3.0,54.247216429097705
2819,Egadi Island,exact,T,37.96667,12.26667,22.0,55.80089192168794
2820,Southwest Atlantic,South West,L,50.81119,-3.63343,3.0,35.858411542838994
2821,Subantarctic Current,Current,P,25.408,-76.78397,2.0,30.290686610116417
2822,Cherating,exact,P,4.12557,103.39388,11.0,43.26548052506645
2823,Ravenna,exact,P,44.41344,12.20121,22.0,25.59337731403858
2824,District Banyuwangi,Banyuwangi,P,-8.2325,114.35755,11.0,33.62035665611792
2825,Southern California Bight,Southern,A,22.24112,114.20769,9.0,41.61822993028382
2826,John Brewer Reef,exact,H,-18.63333,147.06667,13.0,48.02208926748546
2827,Bay Islands,exact,T,14.21667,121.28333,9.0,39.208574468959874
2828,Wrightsville Beach,exact,P,34.2085,-77.79637,3.0,42.31789274745665
2829,Lalu Wetland,Lālū,L,30.59964,62.3782,15.0,16.08702344730916
2830,Taghazout Bay,Taghazout,L,35.11389,0.32417,22.0,115.01073874472708
2831,East Sea,exact,H,31.55747,35.49545,22.0,6.404907177290939
2832,Parangtritis Beach,Parangtritis,P,-8.01036,110.31363,11.0,58.18001011618251
2833,Inner Harbor,exact,H,39.28344,-76.60941,3.0,25.85078149805536
2834,Da Nang City,Da,P,12.43333,-3.18333,3.0,35.17200429503129
2835,Basel,exact,P,47.55839,7.57327,3.0,8.509837838765
2836,Raman,exact,L,37.76667,41.33333,15.0,33.08579075245843
2837,Hanjiang River,Hanjiang,P,24.79334,118.69033,9.0,37.867365411670285
2838,Rhône River,exact,H,38.86484,-76.51468,3.0,40.588363719776346
2839,Taihu lake,exact,H,31.21649,120.19814,9.0,42.60690390376776
2840,Purus Coast,Purús District,A,-10.37331,-71.58231,11.0,16.71736181337102
2841,Acaraí Lagoon,Acaraí,P,-3.30759,-68.36217,11.0,26.302179765113657
2842,Xiaolangdi,exact,A,34.8556,112.345,9.0,42.00445420926016
2843,Peninsula,exact,L,-25.65592,-54.59846,7.0,19.95271863799532
2844,South Kutubdia,South,L,33.45876,-90.15081,3.0,32.7089856377989
2845,Polar Regions,exact,L,85.0,50.0,21.0,55.78723286501158
2846,Lake Taihu,exact,H,31.21649,120.19814,9.0,42.60690390376776
2847,Qishan District,exact,A,22.86667,120.46667,9.0,40.914983594499745
2848,Patras,exact,P,38.24444,21.73444,22.0,35.00310597435631
2849,Isla Santay,exact,T,-2.22225,-79.85086,11.0,49.73268430687893
2850,Nanji Mountain,exact,T,35.07375,-81.10313,3.0,59.53170041482209
2851,Cameroon,exact,A,6.0,12.5,5.0,55.59746332227936
2852,Shëngjini Bay,Shëngjin,P,41.17222,20.00722,22.0,54.96452606188505
2853,Magazine Wetland,Magazine,P,35.15092,-93.80687,3.0,47.767392305546466
2854,Gazipur,exact,A,24.20689,90.47241,15.0,32.71195974290803
2855,Nansha Islands,exact,T,10.0,114.0,8.0,78.00165893314876
2856,Aegean Sea,exact,H,39.0,25.0,22.0,70.31861610515982
2857,San Francisco,exact,P,37.77493,-122.41942,9.0,31.38342955002876
2858,Malacca Strait,exact,H,5.02186,99.16466,17.0,64.8491136718264
2859,PEI,exact,S,4.81267,-75.73952,11.0,43.7427536926885
2860,South Andaman,exact,A,10.75776,92.52136,14.0,28.756509614207477
2861,Pazhayakayal,exact,P,8.2804,77.24918,17.0,36.844859473747846
2862,Selho,exact,P,41.41938,-8.34599,3.0,15.654804138815985
2863,French Pyrenees,French,L,46.8334,-74.66593,3.0,39.17492391249965
2864,North Atlantic subtropical gyre,Grande Região Norte,L,-4.0,-60.0,5.0,78.51852969413663
2865,Denmark,exact,A,56.0,10.0,3.0,63.601209186788154
2866,Lake Saimaa,exact,H,61.25,28.25,24.0,30.824123828838545
2867,New England,exact,L,44.0,-71.0,3.0,68.38882046598631
2868,Southeast Asia,exact,P,11.0059,109.16,9.0,66.28299503619965
2869,Sagami Bay,exact,H,35.25028,139.41694,9.0,28.770661282752595
2870,Thermaikos gulf,Thermaikos,A,40.43509,22.92434,22.0,36.615083538070955
2871,Boka Kotorska Bay,Boka,P,45.3554,20.82987,22.0,30.35108932545195
2872,Western Black Sea,Western,A,19.30833,-81.375,2.0,25.02200550299133
2873,Ria,exact,P,42.61667,2.4,22.0,15.342287716301348
2874,Otranto,exact,P,40.14789,18.48682,10.0,16.482812851966052
2875,Galápagos Archipelago,Provincia de Galápagos,A,-0.67015,-90.87341,10.0,101.18332689511209
2876,Tanjung Jabung Barat District,Tanjung,P,-2.1709,115.4077,11.0,38.00393545641358
2877,Surma River,exact,H,25.00887,91.34877,15.0,56.68936036205502
2878,Christie Creek,exact,H,45.61044,-116.27819,9.0,21.19132887641582
2879,Hangzhou Bay,exact,H,30.43583,121.01389,9.0,47.132172198050114
2880,Viet Nam,exact,A,16.16667,107.83333,9.0,51.37037884647932
2881,Lake Mead,exact,H,44.3846,-107.11373,9.0,33.241777857561914
2882,Dunkirk Harbor,exact,H,42.49061,-79.3381,3.0,13.314801312226345
2883,Majalaya,exact,P,-7.0485,107.7631,11.0,57.98830937055319
2884,Delta du Saloum National Park,Delta,P,49.14399,-122.9068,9.0,49.35966399243686
2885,D. antarctica,D,T,-8.48358,15.6379,5.0,15.275187906061698
2886,Arctic Mediterranean,Arctic,L,75.58494,-43.94531,21.0,15.557355663974803
2887,Macquarie Island,exact,T,-54.60978,158.85896,20.0,26.168829006699863
2888,Maro Reef,exact,T,25.41667,-170.58333,8.0,12.483936591076477
2889,Earth,exact,L,0.0,0.0,4.0,235.8665859053423
2890,Palk Bay,exact,H,9.5,79.25,17.0,27.41748818590336
2891,Baiyangdian Lake,exact,H,38.89278,116.01806,9.0,60.47155846868307
2892,Hurghada,exact,P,27.25738,33.81291,26.0,41.01726172136602
2893,Changjiang River Estuary,Changjiang,P,19.81307,110.7179,9.0,41.62324415125912
2894,Malmö,exact,P,55.60587,13.00073,24.0,33.5364713609402
2895,Semarang,exact,P,-6.99306,110.42083,11.0,55.518404250154816
2896,Tanganyika,exact,A,-5.93333,29.2,17.0,58.510245341689526
2897,Ebro Delta,Ebro,P,47.49551,-95.52946,3.0,2.2688095305235185
2898,Isipingo,exact,P,-29.98639,30.91853,19.0,67.51164057823378
2899,Tantui,exact,P,-3.66775,128.19906,11.0,38.25347930351584
2900,Lorient,exact,P,47.74817,-3.37177,3.0,29.220737011058475
2901,Austria,exact,A,47.33333,13.33333,3.0,22.376994149788473
2902,Lahille,exact,P,59.1345,10.28339,3.0,42.459474455149376
2903,Lesser Antilles,exact,T,14.66667,-61.01667,2.0,55.21546837620218
2904,Banten Bay,exact,H,-5.97669,106.17213,11.0,64.22956027486815
2905,Vipacco River,exact,H,20.93054,-97.75558,3.0,54.758551139949994
2906,Mekong,exact,L,5.04583,10.59368,5.0,51.555628953127666
2907,North Asia,Grande Região Norte,L,-4.0,-60.0,5.0,78.51852969413663
2908,Jinghai Bay,exact,H,36.9,122.13333,9.0,55.198774277522105
2909,Lakes Ontario,exact,H,47.50694,-99.73803,3.0,17.896794287247204
2910,Gulf region,Gulf Province,A,-7.7246,145.08545,11.0,52.06974232846808
2911,Monterey Bay,exact,H,36.79996,-121.90107,9.0,48.91513283848932
2912,Sutrapada,exact,P,20.84352,70.48318,15.0,38.23774228160791
2913,ShanTou,exact,P,23.36814,116.71479,9.0,26.36635269653094
2914,Great Pacific Garbage Patch’,Great River,H,18.44917,-77.99199,2.0,52.194348717644424
2915,artic,exact,P,46.88899,-123.71461,9.0,46.24696264496963
2916,Southeastern Region,exact,L,41.4426,22.5968,22.0,10.285085232531184
2917,Redang,exact,P,-8.5231,120.5622,10.0,7.306527852089436
2918,Central Eastern Pacific,Central,L,55.75383,37.6224,3.0,29.251884154669053
2919,Fazendinha,exact,L,-23.91933,-50.23784,7.0,53.725994676848934
2920,Northern India,Northern,L,-20.04022,145.93238,13.0,68.17525853743878
2921,Central,exact,L,55.75383,37.6224,3.0,29.251884154669053
2922,Nagapattinam,exact,P,10.76377,79.84313,15.0,47.60711947853212
2923,Gulf Patti,Gulf Province,A,-7.7246,145.08545,11.0,52.06974232846808
2924,Geneva,exact,P,46.20222,6.14569,22.0,42.84697659440902
2925,Kreo,exact,S,42.58322,-117.88432,9.0,32.817761956531996
2926,North West Mediterranean Basin,Grande Região Norte,L,-4.0,-60.0,5.0,78.51852969413663
2927,Karimunjawa Islands National Parks,Karimunjawa,P,-5.86667,110.43333,11.0,41.43382760818889
2928,Avellaneda,exact,P,-34.66018,-58.36744,7.0,21.552718823070844
2929,Saint John River Estuary,Saint,P,10.91667,38.65,26.0,49.144756913776796
2930,Menorca,exact,A,40.0004,3.99997,10.0,42.58741507987174
2931,Great Lakes,exact,A,-32.38784,152.11035,13.0,38.63288601042042
2932,Tuvalu,exact,A,-8.51719,179.14478,10.0,39.11066186386025
2933,Gio sea,Gío,P,43.35841,-6.84322,3.0,31.8754256024452
2934,Zhairuoshan Island,Zhairuoshan,P,29.9554,122.0804,9.0,64.85232825380172
2935,Moreno,exact,A,-8.15311,-35.12802,5.0,56.238647486553035
2936,Arctic Norway,Arctic,L,75.58494,-43.94531,21.0,15.557355663974803
2937,Swan-Canning Estuary,Swan Landing,P,53.31677,-117.85239,9.0,30.995087108931237
2938,Sungo Bay,Sungo,P,-11.32637,14.36406,7.0,24.33706773516699
2939,Georgian Bay,exact,H,45.25011,-80.74973,3.0,33.949815724285095
2940,Baltic Sea Proper,Baltic,L,48.38339,-83.68308,3.0,18.721883102177426
2941,Rodoni Bay,Rodeni,L,28.51311,66.28849,15.0,20.71881878346996
2942,Gulf Bothnia,Gulf Province,A,-7.7246,145.08545,11.0,52.06974232846808
2943,Sahara,exact,L,30.07059,68.03295,15.0,65.50595102319593
2944,Lambra,exact,P,24.10929,73.14562,15.0,56.36651003142171
2945,Port Elizabeth,exact,P,-33.96109,25.61494,19.0,52.361060704858126
2946,Mahuki islands,exact,T,-1.57634,127.71744,11.0,25.6168290818661
2947,Bintan island,exact,T,1.1,104.525,11.0,44.5647120452686
2948,Vembanad Lake,exact,H,9.5917,76.39471,17.0,15.403602644976198
2949,Indian Himalayas,Indian,L,45.75011,-77.44949,3.0,28.086967682327398
2950,Palenque,exact,P,17.50953,-91.98248,3.0,51.17589063835585
2951,North Minch,exact,H,58.16667,-5.83333,3.0,41.86156148675884
2952,Gulf Kachchh Marine Protected Area,Gulf Province,A,-7.7246,145.08545,11.0,52.06974232846808
2953,Costa Vicentina,Costa,L,-1.0,-80.0,11.0,78.61720677100699
2954,South Pacific Gyre,exact,U,-60.0,-150.0,20.0,62.06564062208868
2955,Lovere,exact,P,45.81379,10.06995,22.0,48.317276887634144
2956,Solimões,exact,H,-0.16667,-49.0,5.0,158.33879252677306
2957,Gutierrez,exact,A,4.18486,-74.01168,11.0,64.49324282444813
2958,Malaysia,exact,A,2.5,112.5,11.0,0.0
2959,Manavgat River,exact,H,36.73792,31.49282,22.0,26.46325633885067
2960,St. Lawrence River,exact,H,49.66683,-64.49869,3.0,18.550890006916696
2961,Tamil Nadu,exact,A,11.0,78.33333,15.0,58.49333283772407
2962,GB,exact,S,26.59493,83.66786,15.0,19.753988739995965
2963,Gangetic Bay Bengal,Bay,A,3.0,43.5,17.0,55.59746332227936
2964,Chatham County,exact,A,31.97402,-81.09243,3.0,65.29740623992483
2965,Great Lake,exact,H,-41.89,146.73,19.0,47.38447182492561
2966,Indian River Lagoon,exact,H,28.75082,-80.75033,3.0,37.07859782089969
2967,Sydney,exact,P,-33.86785,151.20732,13.0,49.05520893349576
2968,Ełckie Lake,exact,H,53.42194,-126.21,9.0,21.0695636787402
2969,Ardabil,exact,P,38.2498,48.2933,15.0,33.14629320451693
2970,Long Beach Harbor,exact,H,30.34325,-89.14143,3.0,38.547428851149704
2971,Mae Klong River,exact,H,13.36429,99.9989,15.0,56.028056533871535
2972,Lower Crataceous,Bulbogan,P,12.89931,121.45722,9.0,44.64308701748592
2973,GA,exact,P,5.78333,11.33333,5.0,36.50620373637111
2974,sub-Antarctic islands,Iceland,A,65.0,-18.0,3.0,60.27283649520759
2975,Tabei Uplift,Tabei,P,42.15324,122.28619,9.0,42.37526142384272
2976,Macajalar Bay,exact,H,8.59028,124.65361,11.0,19.648976926006718
2977,Haidian District,exact,A,20.84332,106.73561,9.0,45.36735295544511
2978,Playa Norte,exact,T,18.85456,-110.98231,8.0,64.30862898578242
2979,Northwestern Adriatic Sea,North West,L,53.6,-2.5,3.0,11.119492664455889
2980,Northern Gulf Mexico,Northern,L,-20.04022,145.93238,13.0,68.17525853743878
2981,Chumphon,exact,P,10.4957,99.17971,15.0,35.02175896399269
2982,Choshi,exact,P,35.73333,140.83333,9.0,39.7620528067991
2983,Korycany Member,Koryčany,A,49.10674,17.1794,3.0,49.522798711901544
2984,Longkou,exact,P,25.3483,110.245,9.0,30.66499804205483
2985,El Quetzalito Beach,El,P,32.48317,75.55178,15.0,5.204522770491056
2986,WSA,exact,P,15.30584,44.89852,26.0,47.867067831007475
2987,Maowei Sea,Maowei,T,23.24944,119.60889,9.0,29.996047964194712
2988,OX –Bow Lake,exact,H,34.11435,-91.13348,3.0,54.517954632902295
2989,North West Europe,Grande Região Norte,L,-4.0,-60.0,5.0,78.51852969413663
2990,Pianosa Island,exact,T,38.93088,-90.27733,3.0,51.659952894240455
2991,Qarasu River Basin,Qarasu,P,40.16465,48.67807,10.0,23.763544101926076
2992,Cape,exact,L,-39.07665,-72.66747,13.0,49.23128961361616
2993,Gyeonggi Bay,exact,H,37.41667,126.0,9.0,45.095183324139995
2994,Tuscan coast,Tuscan,P,33.31235,-89.15451,3.0,38.260303398045586
2995,Jakarta Metropolitan Area,Jakarta,P,-6.21462,106.84513,11.0,49.61534121631195
2996,Dishui Lake,exact,H,47.69614,-95.74532,3.0,28.531089199298833
2997,Rondeau Beach,Rondeau,P,18.93155,-72.40562,3.0,49.00478010117883
2998,Northwestern Pacific,North West,L,53.6,-2.5,3.0,11.119492664455889
2999,Taleqan,exact,P,36.73605,69.53451,15.0,26.427649518835583
3000,Eastern Cape,exact,A,-32.0,26.0,19.0,72.81451629261275
3001,Guadeloupe,exact,A,16.25,-61.58333,2.0,29.185644078105323
3002,Villorita sp.,Villoría,P,43.21629,-5.56576,3.0,31.991958449614316
3003,mangrove,exact,P,13.23646,-59.61617,2.0,31.885490202928327
3004,China,exact,A,35.0,105.0,9.0,71.78085647499285
3005,Mazatlán,exact,P,23.2329,-106.4062,9.0,31.205353160624774
3006,Mauritania,exact,A,20.25,-10.5,3.0,27.798731661139723
3007,Mediterranean Coastal,Mediterranean Sea,H,35.0,20.0,22.0,71.78085647499321
3008,Negeri Sembilan,exact,A,2.75,102.16667,11.0,46.299791120042826
3009,Yulong River,exact,H,1.51667,-58.58333,5.0,9.446312726251403
3010,Ho Chi Minh City,exact,P,10.82302,106.62965,9.0,38.61133353214344
3011,Blue Zone,Blue,L,48.78324,-94.46711,3.0,31.58742362412931
3012,Cangrejal,exact,A,9.74395,-84.18981,11.0,43.4999806562611
3013,Ubatuba,exact,P,-23.43389,-45.07111,7.0,44.359240658318015
3014,Pasir Ris,exact,P,1.37833,103.93194,11.0,49.8840312285935
3015,Dabliston,exact,A,7.81668,123.67635,11.0,40.220166760808254
3016,Río de la Plata,exact,H,-35.0,-57.0,7.0,71.78085647499285
3017,Poland,exact,A,52.0,20.0,3.0,65.18892619231144
3018,Fujian province,exact,A,26.25,118.0,9.0,57.04212427515833
3019,Prince Rupert,exact,A,54.29025,-130.29713,9.0,26.766528532859663
3020,East Java Province,East,A,28.66242,77.29122,15.0,27.23550487507965
3021,Zhujiang (Pearl) River estuary,Zhujiang,P,26.48774,116.80452,9.0,30.33569914781956
3022,Pramuka Island,Pramuka,P,-7.3909,112.7703,11.0,32.177062410086194
3023,Aruba,exact,A,12.5,-69.96667,3.0,50.661297988063495
3024,Panaraga Beach,exact,S,42.65928,27.72165,22.0,25.358122529603975
3025,Singapore Strait,exact,H,1.23175,103.94131,11.0,57.413803581560124
3026,St Helena,exact,P,-37.68988,145.12315,19.0,39.346798485552846
3027,Uppsala,exact,P,59.85882,17.63889,24.0,40.65357346498625
3028,Surabaya City,Surabaya,P,-7.24917,112.75083,11.0,39.28104983040563
3029,Lake Donghu,Lake County,A,-44.83333,168.5,13.0,37.06460489843053
3030,Kali Mati Estuary,Santiago de Cali,P,3.43722,-76.5225,11.0,7.41406317050469
3031,"Navi Beach, Labuan",Navi,L,40.95569,44.81671,3.0,57.26876964949001
3032,East China Seas,exact,H,29.0,125.0,9.0,73.78432240784859
3033,MediterraneanSea,exact,H,35.0,20.0,22.0,71.78085647499321
3034,Seychelles,exact,A,-4.58333,55.66667,16.0,20.668081928475114
3035,Syariah Beach,Sīāreh,P,28.11667,60.25,15.0,49.15098334762166
3036,Sabah,exact,A,5.5,117.0,11.0,55.34150201667253
3037,Grand Harbour,exact,P,44.68675,-66.76568,3.0,29.559716217820537
3038,Western Mediterranean,exact,H,40.24599,5.97656,10.0,48.888238677269634
3039,Peter Great Bay,Peter,P,41.77172,-111.98611,9.0,50.446820504187876
3040,Ganges,exact,L,22.85,-82.45,3.0,39.254873552267455
3041,Liane,exact,P,59.7,13.13333,3.0,30.335518883066705
3042,Monterey Bay National Marine Sanctuary,Monterey,P,36.60024,-121.89468,9.0,36.975508822524425
3043,Southeast Pacific,exact,R,34.748,-118.1441,9.0,42.672805935177074
3044,Norderney,exact,T,53.71535,7.24042,3.0,29.439371510953006
3045,Phuket province,exact,A,7.97152,98.35098,17.0,54.94150054807093
3046,Lobster Fishing Area 34,Loster,P,61.93333,15.93333,21.0,53.319222691448175
3047,Southern Adriatic seas,Southern,A,22.24112,114.20769,9.0,41.61822993028382
3048,Karnaphuli,exact,H,22.2209,91.8066,15.0,44.240365871530855
3049,Colombian Pacific,Colombia,A,4.0,-73.25,11.0,62.125665729478925
3050,Lake Naivasha,exact,H,-0.76582,36.35561,17.0,83.20028469975985
3051,"Laizhou City, Shandong Province",Laizhou,P,37.18073,119.94217,9.0,52.80489759892079
3052,Meramec River,exact,H,38.38978,-90.34428,3.0,18.278937237075382
3053,Kolatoli,exact,P,26.59542,87.99493,15.0,50.361422726289724
3054,Overseas Territories,Overseal,P,52.73545,-1.56496,3.0,26.545593724954742
3055,Mascardi,exact,H,40.68333,8.46667,22.0,20.578713349831272
3056,Muara Angke - Muara Karang,Muara,P,-6.25361,107.70611,11.0,35.62843278175426
3057,Chollas Creek,exact,P,32.732,-117.09309,9.0,46.021125986260095
3058,Paradise,exact,P,36.09719,-115.14666,9.0,54.85302486939033
3059,QR,exact,P,23.10691,58.55972,15.0,44.13304842196182
3060,Mumbai,exact,P,19.07283,72.88261,15.0,62.19900069373358
3061,Tuticorin coast,Thoothukudi,P,8.76735,78.13425,17.0,50.00487310408964
3062,Outer Oslofjord,Outer,P,50.84189,3.9987,3.0,51.772243673549546
3063,Mediterranean Sea,exact,H,35.0,20.0,22.0,71.78085647499321
3064,Slovenia,exact,A,46.08333,15.0,22.0,60.186887219053666
3065,Yogyakarta Province,Yogyakarta,P,-7.80139,110.36472,11.0,36.679529914293774
3066,Gulf Annaba,Gulf Province,A,-7.7246,145.08545,11.0,52.06974232846808
3067,Vellar,exact,P,11.81838,78.69368,15.0,41.20903527264388
