,Location,location,feature_class,latitude,longitude,Closest Ocean Basin,Distance to Nearest Ocean
3068,Al-Jubail,exact,T,25.70307,51.58187,25.0,24.02649155078973
3069,Napuka Atoll,exact,T,-14.17203,-141.23491,12.0,46.32018216490459
3070,Cadiz,exact,P,36.52672,-6.2891,3.0,19.08073979178808
3071,Tagus Estuary,Tagus,P,48.3464,-101.93405,3.0,36.298431375687116
3072,Rügen island,exact,T,54.41667,13.4,24.0,11.297602043441978
3073,Ushuaia city,Ushuaia,P,-54.81084,-68.31591,20.0,36.536023780540205
3074,Lizzano,exact,P,40.39301,17.44571,22.0,12.752955740846375
3075,Fogo Island,exact,P,49.71649,-54.16981,3.0,33.84588715171176
3076,Cartagena Bay,exact,H,9.8142,122.3905,27.0,36.94190117682847
3077,Baiyangdian Wetland,Baiyangdian,P,35.5237,117.006,9.0,44.79055257542926
3078,Eastern Thailand,Eastern,A,19.31667,-81.13333,2.0,43.52406827164897
3079,Cimandiri Watershed,Cimandiri,P,-6.8566,106.1713,11.0,53.75968921446514
3080,Neptune,exact,H,57.58266,-152.23372,9.0,18.357577724046607
3081,Guatemala,exact,A,15.5,-90.25,3.0,26.787702871649646
3082,Nortes,exact,L,33.3577,-97.34275,3.0,21.524825574003103
3083,Cabrera MPA,Cabrera,A,3.87443,-74.4719,11.0,41.75131351729469
3084,Maryland Coastal Bays,Maryland,A,39.00039,-76.74997,3.0,59.57811927647243
3085,Palolem,exact,P,15.01667,74.01667,15.0,74.67752256537551
3086,Apostle Islands National Lakeshore,exact,L,46.96349,-90.66042,3.0,52.968089338119405
3087,Kendari Archipelago Harbor,Kendari,P,-3.9778,122.51507,11.0,53.15524314806025
3088,OH,exact,P,12.40582,14.36573,3.0,17.95031571057963
3089,Jagir,exact,L,28.90545,70.84712,15.0,56.38022341338316
3090,Neches River,exact,H,29.96882,-93.85573,3.0,62.42835810257571
3091,Alubijid,exact,P,8.96278,125.42583,11.0,52.100455777304774
3092,Pattani,exact,P,6.86814,101.25009,11.0,49.37051284305339
3093,Šventoji,exact,P,56.0261,21.08411,24.0,58.62084622698518
3094,Wujiang river,exact,H,37.0425,110.42722,9.0,51.277687597204796
3095,White Iron Lake,exact,H,47.87263,-91.79362,3.0,46.902992920787234
3096,Lamongan,exact,P,-7.11667,112.41667,11.0,43.60392248952355
3097,Puck Bay,exact,H,54.69453,18.5796,24.0,22.23019816192455
3098,Motril Beach,exact,P,39.30845,-74.63655,3.0,24.316835321292693
3099,SEQ,exact,S,1.37,102.14,11.0,42.54839630636887
3100,south Atlantic,South,L,33.45876,-90.15081,3.0,32.7089856377989
3101,Arabian Sea,exact,H,12.21118,64.33594,14.0,36.72804498057823
3102,Mtunzini,exact,T,-28.3173,31.7138,19.0,29.15414506825812
3103,Southern Ontario’s,Southern,A,22.24112,114.20769,9.0,41.61822993028382
3104,Garda Lake,exact,H,62.83359,-106.25078,9.0,39.21520851727398
3105,Sanya City,Sanya,P,18.24306,109.505,9.0,28.575296231966835
3106,Southland,exact,A,-46.0,168.66667,13.0,57.05537596932055
3107,Cape Verde,exact,A,16.0,-24.0,2.0,77.07196071574232
3108,Lake Maggiore,exact,H,28.73649,-81.60564,3.0,28.245939549349284
3109,Al-Hoceima Bay,Al Hoceima,P,35.25165,-3.93723,22.0,48.31198138469843
3110,Miri River,exact,H,46.03344,-59.96514,3.0,63.00656078289613
3111,Greater Bay Area,exact,P,29.62965,-95.27804,3.0,25.858830156234696
3112,La Plata River,exact,H,36.73611,-108.25174,9.0,34.35412783457918
3113,Trat Province,Trat,P,12.24364,102.51514,9.0,28.553321352704977
3114,Port Dickson,exact,A,2.53433,101.8922,11.0,43.735480195463666
3115,Estuarine Lagoon System,Lagoon,H,38.3295,-122.01289,9.0,46.48151588494198
3116,Gulf coast,exact,L,30.3314,-89.73221,3.0,29.108187253121304
3117,Longjiao Bay,Longjiao,L,31.7956,84.0062,15.0,57.142338885169586
3118,SEAFLOWER Biosphere Reserve,exact,L,13.62904,-81.25616,3.0,30.009965008775822
3119,Superior,exact,P,46.72077,-92.10408,3.0,38.9518399749848
3120,Wujiang,exact,P,29.32889,121.84611,9.0,38.54736042977342
3121,Haller's Round Ray,Round O,P,32.93712,-80.54094,3.0,48.756190978431526
3122,Northern Yellow Sea,Northern,L,-20.04022,145.93238,13.0,68.17525853743878
3123,Guanabara Bay,exact,H,10.76989,-60.94681,3.0,57.31447001274849
3124,Weddell Sea,exact,H,-73.0,-45.0,20.0,57.859802774830335
3125,St. Catherines Sound,exact,H,31.708,-81.15677,3.0,39.89373223212253
3126,Sulina,exact,A,-25.67144,-52.68373,7.0,26.5130747466386
3127,Revillagigedo Archipelago,Revillagigedo,P,23.93333,-99.46667,3.0,48.30342111292195
3128,Bintan,exact,T,1.1,104.525,11.0,44.5647120452686
3129,Kangaroo Island,exact,L,-35.82782,137.23974,19.0,43.37686516011
3130,Rodrigues,exact,A,-19.701,63.416,18.0,24.01989459631916
3131,Ciliwung,exact,P,-7.3736,108.0922,11.0,47.1093574387985
3132,Mandalle,exact,P,21.97473,96.08359,15.0,68.09099683534626
3133,South Pacific Subtropical Gyre,South,L,33.45876,-90.15081,3.0,32.7089856377989
3134,Rewalsar Lake,Lake County,A,-44.83333,168.5,13.0,37.06460489843053
3135,Mugla,exact,P,37.21807,28.3665,22.0,33.496127671353435
3136,Musa Bay,exact,H,18.87361,121.27222,9.0,47.97412550849263
3137,North Canal,exact,H,43.86655,-117.111,9.0,51.37814028406982
3138,Kuroshio Current,exact,H,40.0,150.0,4.0,42.59007199250243
3139,Phu Quoc Island,exact,T,10.2,104.0,9.0,64.06312578675077
3140,RJ,exact,A,-22.25,-42.5,7.0,27.798731661139723
3141,Rota,exact,P,36.62545,-6.3622,3.0,18.60252264675781
3142,Atoyac,exact,A,19.98456,-103.46975,9.0,53.97354536504704
3143,Lake Iseo,exact,H,45.71667,10.06667,22.0,41.43247663282991
3144,Indian Ocean,exact,H,-10.0,70.0,16.0,78.00165893314876
3145,Ebro,exact,P,47.49551,-95.52946,3.0,2.2688095305235185
3146,Scotia Sea,exact,H,-57.5,-40.0,20.0,29.872427844210062
3147,Dardanelles Strait,Dardanelles,L,45.56681,-76.64942,3.0,13.807391153503863
3148,Akyatan Lagoon,Lake Akyayan,H,36.68333,35.56667,22.0,21.23657256203749
3149,Ningaloo Marine Park,exact,L,-21.66764,114.45007,19.0,19.342424684496887
3150,Upper Lake Balma,exact,H,44.15016,-64.99879,3.0,55.56545490879105
3151,Yancheng,exact,P,33.3575,120.1573,9.0,35.53134028753252
3152,Sundays River,exact,H,-33.09082,25.07448,19.0,60.28457874739181
3153,Lake,exact,A,-44.83333,168.5,13.0,37.06460489843053
3154,Southern European,exact,L,41.34382,-3.33984,22.0,21.90723903589403
3155,Makran,exact,L,26.0,60.0,15.0,74.68233406811684
3156,Tsamakia beach,Beach,P,31.43993,-82.50375,3.0,6.688940803467037
3157,Central Tyrrhenian,Central,L,55.75383,37.6224,3.0,29.251884154669053
3158,Samas,exact,T,-8.00611,110.26472,11.0,60.71518045642582
3159,Sishili Bay,Sishili,P,41.03451,122.15078,9.0,59.42217946187243
3160,Suruga Bay,exact,H,34.85,138.55,9.0,39.18588889129229
3161,Manzanares,exact,P,38.99915,-3.36991,22.0,56.637832493706384
3162,U. stevenianus,Uataluk,T,5.77506,157.29966,10.0,37.774656948537746
3163,Altai,exact,P,46.37222,96.25833,3.0,23.34208168253275
3164,Arabian Peninsula,exact,T,25.0,45.0,26.0,74.96446417984129
3165,Bellingshausen,exact,P,51.08911,7.14205,3.0,52.0280704006147
3166,Badagry,exact,P,6.41502,2.88132,5.0,43.17848450554401
3167,Klang Valley,exact,T,2.68168,101.66127,11.0,27.00056224585318
3168,North Western Mediterranean Sea,Grande Região Norte,L,-4.0,-60.0,5.0,78.51852969413663
3169,Republic Fiji,Republic,P,39.96258,-79.87671,17.0,32.365596699316455
3170,Chagan lake,exact,H,59.50017,-104.61728,9.0,6.618787311091958
3171,Kattegat,exact,H,56.93191,11.44252,24.0,48.15411336939483
3172,Red Edge,exact,T,40.29912,-111.12795,9.0,38.61995560405827
3173,Gulf St Vincent,Gulf Province,A,-7.7246,145.08545,11.0,52.06974232846808
3174,Trindade,exact,P,-16.64944,-49.48889,7.0,16.65910098691475
3175,West Texas,exact,L,31.08937,-103.39865,3.0,46.66442266994893
3176,Mutsu Bay,exact,H,41.08,140.83778,9.0,54.566451746743695
3177,Jeju,exact,P,33.50972,126.52194,9.0,2.303545838694011
3178,Delft,exact,P,52.00667,4.35556,3.0,55.729922071598146
3179,Sardinella fimbriata,Sardinilla,L,9.29828,-79.63956,5.0,27.15717696734374
3180,Harapan Island,exact,T,13.5545,121.9433,9.0,48.30689274542824
3181,North Stradbroke Island,exact,T,-27.52791,153.46081,13.0,4.956669051719695
3182,Danube River,exact,H,45.33333,29.66667,23.0,22.642924949642726
3183,Glynn County,exact,A,31.21324,-81.4937,3.0,31.891868124948644
3184,"Côte d’Ivoire,",exact,A,8.0,-5.5,5.0,55.597463322279445
3185,Tarragona,exact,P,41.11667,1.25,22.0,47.464381729461245
3186,Makassar City,exact,P,38.75095,-77.47527,3.0,27.986941001001174
3187,NW Hawaiian Islands,Now,P,34.3808,63.32949,15.0,20.49826675903946
3188,Charsadda,exact,P,34.14822,71.7406,15.0,44.92487074265995
3189,Pialassa Baiona,Bayonne,P,43.49316,-1.473,3.0,2.306874038927517
3190,Santos,exact,P,-23.96083,-46.33361,7.0,53.96860980324246
3191,Mississippi Sound,exact,H,30.26687,-88.51668,3.0,25.97220356687259
3192,Lower Tisza,Bulbogan,P,12.89931,121.45722,9.0,44.64308701748592
3193,Tumen River,exact,H,42.29466,130.69583,9.0,27.927144127827326
3194,Enseada,exact,P,31.87149,-116.60071,9.0,42.392687971010325
3195,Kahoolawe,exact,T,20.55,-156.6,8.0,11.804839489561417
3196,Karimun,exact,L,2.43333,35.48333,17.0,7.641173484118413
3197,Aleutian Islands,exact,T,52.09694,-173.50056,8.0,44.8182433108715
3198,Java Sea,exact,H,-5.0,110.0,11.0,78.46180953138773
3199,Iceland,exact,A,65.0,-18.0,3.0,60.27283649520759
3200,Okanagan Valley,exact,P,50.36386,-119.34997,9.0,18.495620844949627
3201,Marina,exact,P,36.6844,-121.80217,9.0,33.8850372528958
3202,West Atlantic,West,L,51.52604,-131.16073,8.0,23.65557562248955
3203,SE Asian,Sé,A,22.19389,113.55103,9.0,34.44009262726786
3204,Northern Atlantic Ocean,exact,H,40.0,-40.0,4.0,0.0002685175718629059
3205,Bohemian Cretaceous Basin,Bohemian,P,29.54383,-89.75562,3.0,25.2089249733938
3206,Sea Marmara,Cea,P,42.46278,-5.01152,3.0,40.271411284552556
3207,Sam Son beach,Damascus,P,33.5102,36.29128,22.0,19.38539075344618
3208,Granville,exact,P,48.83792,-1.59714,3.0,38.24610208252661
3209,Kayamkulam,exact,P,9.18173,76.50093,17.0,35.39015640859511
3210,Chagan Lake,exact,H,59.50017,-104.61728,9.0,6.618787311091958
3211,Mahahual,exact,P,18.71613,-87.7077,3.0,32.506016608809766
3212,Jiangsu province,Jiangsu,A,33.0,119.83333,9.0,63.65416995929447
3213,"Zhanjiang City, Guangdong Province",Zhanjiang,P,21.23391,110.38749,9.0,31.79903240212166
3214,Epamulla,exact,P,7.0785,79.8486,17.0,60.621874898979975
3215,Sand Lance,Sand,L,52.14543,7.75456,3.0,43.055242105689665
3216,NL,exact,A,52.0,-56.0,3.0,65.18892619231144
3217,Gully,exact,P,47.76857,-95.62279,3.0,31.24878999530443
3218,West Papua,exact,A,-0.86531,134.06118,11.0,85.79395766601561
3219,Nacella magellanica,Nawella,T,6.6318,80.1503,17.0,41.31640910861729
3220,Java Island,exact,T,44.96681,-79.38293,3.0,52.72420758586021
3221,Karimunjawa Islands,exact,T,-5.83333,110.41667,11.0,38.19429300181081
3222,Rorvig,exact,P,55.94405,11.75268,24.0,51.84977700076717
3223,Eastern North Atlantic,Eastern,A,19.31667,-81.13333,2.0,43.52406827164897
3224,Santos Bay,exact,H,20.59854,-156.59022,8.0,14.432609668486721
3225,Phu Quoc MPA,Phuoc Long Airport,S,11.30034,106.79277,9.0,38.87522657026147
3226,European Coast,European,S,47.08196,37.53745,23.0,46.56965930782442
3227,Lake Chiusi,exact,H,-14.82849,35.83696,19.0,51.4594421642435
3228,Deception Island,exact,T,57.54056,-134.48167,9.0,4.6409767012563234
3229,Elliott Bay,exact,H,-42.98,145.56,19.0,53.59800919629527
3230,East-Siberian Sea,exact,H,74.0,166.0,21.0,57.60877535254774
3231,Changjiang estuary,Changjiang,P,26.58907,113.69437,9.0,21.723751148697925
3232,Ipanema Beach,Ipanema,P,-22.98097,-43.20286,7.0,61.55323616033438
3233,Pacific Island Country,Pacific,L,54.76638,-128.25349,9.0,33.60152331185633
3234,Ballito,exact,P,-29.53897,31.21439,19.0,27.97342519458477
3235,Manzanillo Bay,exact,H,19.72258,-71.75447,3.0,36.37313826943218
3236,Sumatra,exact,T,0.0,102.0,11.0,175.81260775533102
3237,Sesimbra,exact,P,38.44451,-9.10149,2.0,35.23690952775622
3238,Ithaca,exact,P,42.44063,-76.49661,3.0,6.607495661565058
3239,Azov,exact,P,47.10779,39.41648,23.0,44.0641001868255
3240,Le’an River,exact,H,15.78333,-87.33333,3.0,36.20847698203936
3241,Beilun River,exact,H,25.03377,81.75522,15.0,57.84700665445344
3242,Almería,exact,P,36.83814,-2.45974,22.0,37.770521284770055
3243,Cilincing,exact,P,-6.8557,106.2065,11.0,51.13752823759326
3244,Minjiang River Watershed,Minjiang,P,32.40395,103.71784,9.0,23.0622300965064
3245,Bordkhon,exact,H,50.26667,92.35,3.0,28.04035489650767
3246,Chukchi Peninsula,exact,T,-66.44034,-62.78118,20.0,14.135472143032132
3247,Goiana,exact,A,-7.56876,-35.00175,5.0,55.454147732385366
3248,Kerguelen Islands,exact,T,-49.25,69.16667,19.0,36.81255091564367
3249,Azores archipelago,Azores,A,37.80847,-25.47466,2.0,34.37276397090126
3250,neuston,exact,S,-26.57671,30.7838,19.0,29.49252211387578
3251,Galway Bay,exact,H,53.19972,-9.23028,3.0,37.886266874109694
3252,Santa Barbara,exact,P,34.42083,-119.69819,9.0,20.190700376407076
3253,Johor,exact,A,2.0,103.5,11.0,55.59746332227936
3254,WA,exact,P,10.06069,-2.50192,3.0,48.849494897926924
3255,Guptapara,exact,P,23.94389,90.7096,15.0,53.77284055376581
3256,Tazhong paleouplift,Tazhong,P,49.05702,124.06327,9.0,58.565601338065576
3257,Guadalupe,exact,P,39.4508,-5.32588,3.0,15.914766637223265
3258,Garda,exact,P,45.57889,10.71763,22.0,19.085115860593557
3259,Dafeng River,exact,H,18.48333,122.23333,9.0,28.18241609890021
3260,Scheldt River,exact,H,51.37769,4.21959,3.0,23.72191683707359
3261,Mira river,exact,H,46.03344,-59.96514,3.0,63.00656078289613
3262,Maghreb,exact,L,30.0,5.0,3.0,73.46865591563622
3263,Qarasu,exact,P,40.16465,48.67807,10.0,23.763544101926076
3264,Florence,exact,P,43.77925,11.24626,22.0,37.16313068870253
3265,Jekyll Island,exact,P,31.07021,-81.42272,3.0,48.3513951944721
3266,Balikpapan,exact,P,-1.26753,116.82887,11.0,44.773677429609954
3267,Western Black Sea Coast,Western,A,19.30833,-81.375,2.0,25.02200550299133
3268,Channel Islands,exact,T,32.8167,-118.45091,8.0,35.51402487894389
3269,Tyrrhenian Coast,Coast Province,A,-3.0,39.5,17.0,55.59746332227936
3270,Henee,exact,P,7.27127,8.57377,5.0,26.702875960859682
3271,Ecuador,exact,A,-1.25,-78.25,11.0,39.30766808005026
3272,Sandy,exact,P,40.59161,-111.8841,9.0,34.015781201119275
3273,Tamar Estuary,Tamar,P,38.1176,44.8825,15.0,54.054119465714685
3274,Tern Island,exact,T,-30.31349,114.994,18.0,51.7153183209808
3275,Catalan coast,Catalan,A,-25.73221,-56.90559,7.0,48.17138650715858
3276,Gulf Naples,Gulf Province,A,-7.7246,145.08545,11.0,52.06974232846808
3277,Mandvi beach,exact,T,37.10306,13.88135,22.0,55.550744173079366
3278,South Sandwich Islands,exact,T,-57.75,-26.5,20.0,27.798731661139367
3279,Chukchi Shelf,exact,U,70.55,-169.16667,21.0,13.550272569009186
3280,Paraná River,exact,H,-7.25,-72.4,11.0,29.90610513802693
3281,Pacific Basin,Pacific,L,54.76638,-128.25349,9.0,33.60152331185633
3282,Alaska,exact,A,64.00028,-150.00028,9.0,60.58318042716972
3283,Río de la Plata Estuary,Rio,P,38.29558,21.78504,22.0,33.67036707969706
3284,North Pacific Coast,Grande Região Norte,L,-4.0,-60.0,5.0,78.51852969413663
3285,West Antarctic,exact,L,-80.0,-90.0,20.0,56.38855794616553
3286,Talamone,exact,P,42.55346,11.13276,22.0,30.675475004657653
3287,Kavery River,exact,H,11.13659,79.85782,15.0,56.169386542050205
3288,Subtropical Frontal Zone,Frontale,P,46.34976,10.36627,22.0,19.599766433005836
3289,Raritan River,exact,H,40.49478,-74.27144,3.0,19.334959742669444
3290,"Guangxi Province,",Guangxi,A,24.0,109.0,9.0,75.23757710567963
3291,sub-Antarctic Marion Island,Marion,P,40.58867,-83.12852,3.0,32.90114698900138
3292,Yeoju City,Yeoju,P,37.29583,127.63389,9.0,25.59883053945619
3293,North Irish Sea,Grande Região Norte,L,-4.0,-60.0,5.0,78.51852969413663
3294,Trans Mountain,exact,T,34.4037,-93.12101,3.0,36.36255854306736
3295,Marche,exact,L,46.16667,1.5,22.0,37.06460489843053
3296,Okha,exact,P,53.58991,142.95313,9.0,31.563883427938958
3297,Ile Cocos,exact,T,-19.72222,63.29722,18.0,32.58395349083155
3298,Valencia,exact,P,10.16202,-68.00765,3.0,65.67490207282734
3299,Norfolk Canyon,exact,U,37.06667,-74.66667,3.0,50.38986951736118
3300,Meulaboh,exact,P,4.14402,96.12664,17.0,57.27642993114172
3301,Northern Chile,exact,H,55.3,-1.53333,3.0,22.338338342623764
3302,Zhugang,exact,P,24.48444,120.70444,9.0,20.75937335435812
3303,Silver Beach,exact,A,53.03995,-113.99005,9.0,60.6531328523107
3304,Silver beach,exact,A,53.03995,-113.99005,9.0,60.6531328523107
3305,Central Pacific,Central,L,55.75383,37.6224,3.0,29.251884154669053
3306,North-West Pacific Ocean,North West,L,53.6,-2.5,3.0,11.119492664455889
3307,Deepwater Horizon,Deepwater,P,38.26058,-93.77299,3.0,35.706766169875316
3308,Pedler Creek,exact,H,42.89556,-90.26278,3.0,48.06690995972432
3309,Mtoni Kijichi Creek,Mtoni,A,-6.12581,39.2259,17.0,51.46779419979332
3310,Suchada,exact,P,47.63333,26.25,3.0,23.90839669748662
3311,Lord Howe,exact,T,-31.55281,159.08579,12.0,39.696554773152364
3312,Anzali,exact,P,39.01281,16.76926,22.0,58.9252322606983
3313,Otsuchi Bay,exact,H,39.35,141.96667,9.0,43.415456663452375
3314,Oahu Island,exact,T,43.57035,-73.62178,3.0,12.55237066761445
3315,Ohinau,exact,P,36.30212,72.54262,15.0,22.33143604314151
3316,Ancon Bay,exact,H,-41.04659,148.28676,19.0,53.473672313149116
3317,River,exact,P,13.14224,-59.43953,2.0,40.31559148904175
3318,Škocjan Caves –,Občina Škocjan,A,45.91972,15.30139,22.0,49.15253677865002
3319,Bautzen,exact,P,51.18035,14.43494,3.0,35.82960827840578
3320,lower Santa Cruz River,Bulbogan,P,12.89931,121.45722,9.0,44.64308701748592
3321,Kaliningrad,exact,P,54.70649,20.51095,24.0,22.971469397166917
3322,Liaodong Bay,exact,H,40.5,121.5,9.0,0.0
3323,East Nusa Tenggara,exact,A,-8.65738,121.07937,10.0,49.44875681061098
3324,Lahti,exact,P,60.98267,25.66151,24.0,54.38343995382568
3325,Kaliningrad Oblast,exact,A,54.75,21.5,24.0,27.798731661140078
3326,WG,exact,A,10.0,44.5,17.0,55.59746332227927
3327,Barau,exact,P,46.93006,7.81143,22.0,53.390184572623966
3328,Sardinia,exact,T,40.0,9.0,10.0,42.59007199250243
3329,Dardanelle Strait,Dardanelle,P,35.22314,-93.15795,3.0,43.70152988857336
3330,Alligator Point,exact,P,29.89583,-84.38483,3.0,45.398286954756664
3331,Waddington,exact,L,-43.39832,172.03012,13.0,39.580582819639375
3332,Chonburi Province,Chon Buri,P,13.3622,100.98345,15.0,54.48581520555288
3333,Lanzarote,exact,T,29.01,-13.641,2.0,56.176303866406876
3334,Yangtze River Delta,Yangtze River,H,31.76986,121.04664,9.0,52.36974201149076
3335,Antarctic Peninsula,exact,L,-70.0,-65.0,20.0,58.68547246616846
3336,Cyprus,exact,T,35.00304,32.98791,22.0,70.82697494611814
3337,SW Iberia,Sū,P,35.1576,46.9093,15.0,53.181345764341096
3338,Ducie,exact,P,9.83325,-1.99129,5.0,65.37044051139976
3339,Begkalis Straits,Bengkalis,P,1.46667,102.13333,11.0,40.92633188391223
3340,Langkawi,exact,A,6.35608,99.78375,17.0,35.20119867201539
3341,Coelogorgia palmosa,Palhoça,P,-27.64528,-48.66778,7.0,23.118166603615055
3342,Nile River,exact,H,-41.9,171.45,13.0,44.671259493945435
3343,Southeast Black Sea,Southeast,L,10.75053,106.7505,9.0,39.05808720184786
3344,Snake River,exact,L,45.68341,-76.94944,3.0,40.48333320247688
3345,Bermuda,exact,A,32.33022,-64.74003,2.0,29.39505237965124
3346,Gran Canaria,exact,T,27.97257,-15.58685,2.0,53.23804437124076
3347,Selenga River,exact,H,52.26667,106.26667,9.0,30.396278710126843
3348,SYS,exact,P,34.9505,127.48784,9.0,50.10563979864404
3349,Merrimack,exact,P,42.86509,-71.4934,3.0,40.599740332891216
3350,Kuril Kamchatka Trench,exact,U,47.0,155.0,8.0,67.1960538712817
3351,Pelantar KUD,Pepantar,P,12.21833,-15.90778,3.0,54.24719058591055
3352,New York Bight,Lakefront Airport,S,30.03593,-90.02561,3.0,68.83579578946784
3353,Paranaguá Estuarine System,Paranaguá,P,-25.51626,-48.52537,7.0,3.1227011458483784
3354,Fujian Province,exact,A,26.25,118.0,9.0,57.04212427515833
3355,Gorges Reservoir,exact,H,-42.8,147.60001,19.0,34.346586544755624
3356,Surabaya,exact,P,-7.24917,112.75083,11.0,39.28104983040563
3357,Bahía Samborombón,exact,H,-35.95133,-57.14676,7.0,59.45898455973873
3358,Jiangxi Province,Jiangxi,A,27.66667,115.66667,9.0,24.764742780629735
3359,Etobicoke Creek,exact,H,43.58342,-79.54961,3.0,10.101057342054071
3360,Laguna de Terminos,exact,H,18.62112,-91.49595,3.0,13.474694165247008
3361,Seddulbahir,exact,P,40.04307,26.1891,10.0,26.903863975918703
3362,Ulhas River,exact,H,19.3,72.83333,15.0,41.43409503980417
3363,Middle-Lower Yangtze River Basin,Middle Voder,H,60.28333,-1.08333,2.0,33.233146753636824
3364,Andaman Islands,exact,A,10.75776,92.52136,14.0,28.756509614207477
3365,Machado River,exact,H,-21.4,-45.81667,7.0,34.6081670035824
3366,Heron Island,exact,T,43.99147,-69.1606,3.0,61.07207129027762
3367,Cañas,exact,A,10.48005,-85.11349,9.0,42.31782501021893
3368,Hubei,exact,A,31.0,112.25,9.0,60.4637701618101
3369,LJ,exact,P,36.62159,50.46807,15.0,13.817684504095608
3370,Tamandare,exact,A,-8.74874,-35.13941,5.0,48.33753166485927
3371,Yangtze River Basin,Yangtze River,H,31.76986,121.04664,9.0,52.36974201149076
3372,Milli Q,Milīs,L,36.5,40.05,15.0,40.22312551394265
3373,Makiling Forest Reserve,exact,L,14.13426,121.2054,9.0,51.58860556716102
3374,Fakfak,exact,P,-2.92481,132.29813,11.0,52.28805724162521
3375,Suwung,exact,P,41.87954,129.67835,9.0,44.725854892742845
3376,Rupat Island,exact,T,-69.14167,39.43333,20.0,39.93038222899253
3377,Southern Mediterranean Sea,Southern,A,22.24112,114.20769,9.0,41.61822993028382
